Symbol,Security,GICS Sector,GICS Sub-Industry,CIK,wiki_ticker,new_ticker
KG,King Pharmaceuticals,,,,KG,KG
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,1637459.0,KHC,KHC
KIM,Kimco Realty,Real Estate,Retail REITs,879101.0,KIM,KIM
KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,319201.0,KLAC,KLAC
KMB,Kimberly-Clark,Consumer Staples,Household Products,55785.0,KMB,KMB
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,1506307.0,KMI,KMI
KMX,CarMax,Consumer Discretionary,Automotive Retail,1170010.0,KMX,KMX
KO,The Coca-Cola Company,Consumer Staples,Soft Drinks,21344.0,KO,KO
KR,Kroger,Consumer Staples,Food Retail,56873.0,KR,KR
KRFT,Kraft Foods,,,,KRFT,KHC
KSE,KeySpan,,,,KSE,KSE
KSS,Kohl's,,,,KSS,KSS
KSU,Kansas City Southern,,,,KSU,KSU
L,Loews Corporation,Financials,Multi-line Insurance,60086.0,L,L
LDOS,Leidos,Industrials,Diversified Support Services,1336920.0,LDOS,LDOS
LDW,Laidlaw,,,,LDW,LDW
LEG,Leggett & Platt,,,,LEG,LEG
LEH,Lehman Brothers,,,,LEH,LEH
LEN,Lennar,Consumer Discretionary,Homebuilding,920760.0,LEN,LEN
LH,LabCorp,Health Care,Health Care Services,920148.0,LH,LH
LHX,L3Harris,Industrials,Aerospace & Defense,202058.0,LHX,LHX
LIFE,Life Technologies,,,,LIFE,LIFE
LIN,Linde plc,Materials,Industrial Gases,1707925.0,LIN,LIN
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,1065696.0,LKQ,LKQ
LLL,L3 Technologies,,,,LLL,LLL
LLTC,Linear Technology,,,,LLTC,LLTC
LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,59478.0,LLY,LLY
LM,Legg Mason,,,,LM,LM
LMT,Lockheed Martin,Industrials,Aerospace & Defense,936468.0,LMT,LMT
LNC,Lincoln Financial,Financials,Multi-line Insurance,59558.0,LNC,LNC
LNT,Alliant Energy,Utilities,Electric Utilities,352541.0,LNT,LNT
LO,Lorillard Tobacco Company,,,,LO,LO
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,60667.0,LOW,LOW
LRCX,Lam Research,Information Technology,Semiconductor Equipment,707549.0,LRCX,LRCX
LSI,LSI Corporation,,,,LSI,LSI
LUMN,Lumen Technologies,Communication Services,Alternative Carriers,18926.0,LUMN,LUMN
LUV,Southwest Airlines,Industrials,Airlines,92380.0,LUV,LUV
LVLT,Level 3 Communications,,,,LVLT,LVLT
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,1300514.0,LVS,LVS
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,1679273.0,LW,LW
LXK,Lexmark,,,,LXK,LXK
LYB,LyondellBasell,Materials,Specialty Chemicals,1489393.0,LYB,LYB
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,1335258.0,LYV,LYV
M,Macy's,,,,M,M
MA,Mastercard,Information Technology,Data Processing & Outsourced Services,1141391.0,MA,MA
MAA,Mid-America Apartment Communities,Real Estate,Residential REITs,912595.0,MAA,MAA
MAC,Macerich,,,,MAC,MAC
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1048286.0,MAR,MAR
MAS,Masco,Industrials,Building Products,62996.0,MAS,MAS
MAT,Mattel,,,,MAT,MAT
MBC,MasterBrand,,,,MBC,MBC
MBI,MBIA,,,,MBI,MBI
MCD,McDonald's,Consumer Discretionary,Restaurants,63908.0,MCD,MCD
MCHP,Microchip Technology,Information Technology,Semiconductors,827054.0,MCHP,MCHP
MCK,McKesson,Health Care,Health Care Distributors,927653.0,MCK,MCK
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,1059556.0,MCO,MCO
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,1103982.0,MDLZ,MDLZ
MDT,Medtronic,Health Care,Health Care Equipment,1613103.0,MDT,MDT
MEE,Massey Energy,,,,MEE,MEE
MET,MetLife,Financials,Life & Health Insurance,1099219.0,MET,MET
META,Meta Platforms,Communication Services,Interactive Media & Services,1326801.0,META,META
MFE,McAfee,,,,MFE,MFE
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,789570.0,MGM,MGM
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,851968.0,MHK,MHK
MHS,Medco Health Solutions,,,,MHS,MHS
MI,Marshall & Ilsley,,,,MI,MI
MIL,Millipore,,,,MIL,SRL
MJN,Mead Johnson Nutrition,,,,MJN,MJN
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,63754.0,MKC,MKC
MKTX,MarketAxess,Financials,Financial Exchanges & Data,1278021.0,MKTX,MKTX
MLM,Martin Marietta Materials,Materials,Construction Materials,916076.0,MLM,MLM
MMC,Marsh McLennan,Financials,Insurance Brokers,62709.0,MMC,MMC
MMI,Motorola Mobility,,,,MMI,MMI
MMM,3M,Industrials,Industrial Conglomerates,66740.0,MMM,MMM
MNK,Mallinckrodt,,,,MNK,MNK
MNST,Monster Beverage,Consumer Staples,Soft Drinks,865752.0,MNST,MNST
MO,Altria,Consumer Staples,Tobacco,764180.0,MO,MO
MOH,Molina Healthcare,Health Care,Managed Health Care,1179929.0,MOH,MOH
MOLX,Molex,,,,MOLX,MOLX
MON,Monsanto,,,,MON,MON
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,1285785.0,MOS,MOS
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,1510295.0,MPC,MPC
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,1280452.0,MPWR,MPWR
MRK,Merck & Co.,Health Care,Pharmaceuticals,310158.0,MRK,MRK
MRNA,Moderna,Health Care,Biotechnology,1682852.0,MRNA,MRNA
MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,101778.0,MRO,MRO
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,895421.0,MS,MS
MSCI,MSCI,Financials,Financial Exchanges & Data,1408198.0,MSCI,MSCI
MSFT,Microsoft,Information Technology,Systems Software,789019.0,MSFT,MSFT
MSI,Motorola Solutions,Information Technology,Communications Equipment,68505.0,MSI,MSI
MTB,M&T Bank,Financials,Regional Banks,36270.0,MTB,MTB
MTCH,Match Group,Communication Services,Interactive Media & Services,891103.0,MTCH,MTCH
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1037646.0,MTD,MTD
MU,Micron Technology,Information Technology,Semiconductors,723125.0,MU,MU
MUR,Murphy Oil,,,,MUR,MUR
MWW,Monster Worldwide,,,,MWW,MWW
MXIM,Maxim Integrated,,,,MXIM,MXIM
NAVI,Navient,,,,NAVI,NAVI
NBL,Noble Energy,,,,NBL,NBL
NBR,Nabors Industries,,,,NBR,NBR
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1513761.0,NCLH,NCLH
NCR,NCR Corporation,,,,NCR,NCR
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,1120193.0,NDAQ,NDAQ
NDSN,Nordson Corporation,Industrials,Industrial Machinery,72331.0,NDSN,NDSN
NE,Noble Corporation,,,,NE,NE
NEE,NextEra Energy,Utilities,Multi-Utilities,753308.0,NEE,NEE
NEM,Newmont,Materials,Gold,1164727.0,NEM,NEM
NFLX,Netflix,Communication Services,Movies & Entertainment,1065280.0,NFLX,NFLX
NFX,Newfield Exploration,,,,NFX,NFX
NI,NiSource,Utilities,Multi-Utilities,1111711.0,NI,NI
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",320187.0,NKE,NKE
NKTR,Nektar Therapeutics,,,,NKTR,NKTR
NLSN,Nielsen Holdings,,,,NLSN,NLSN
NOC,Northrop Grumman,Industrials,Aerospace & Defense,1133421.0,NOC,NOC
NOV,Nov,,,,NOV,NOV
NOVL,Novell,,,,NOVL,NOVL
NOW,ServiceNow,Information Technology,Systems Software,1373715.0,NOW,NOW
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,1013871.0,NRG,NRG
NSC,Norfolk Southern Railway,Industrials,Railroads,702165.0,NSC,NSC
NSM,National Semiconductor,,,,NSM,NSM
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1002047.0,NTAP,NTAP
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,73124.0,NTRS,NTRS
NUE,Nucor,Materials,Steel,73309.0,NUE,NUE
NVDA,Nvidia,Information Technology,Semiconductors,1045810.0,NVDA,NVDA
NVLS,Novellus Systems,,,,NVLS,ALPN
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,906163.0,NVR,NVR
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,814453.0,NWL,NWL
NWS,News Corp (Class B),Communication Services,Publishing,1564708.0,NWS,NWS
NWSA,News Corp (Class A),Communication Services,Publishing,1564708.0,NWSA,NWSA
NXPI,NXP Semiconductors,Information Technology,Semiconductors,1413447.0,NXPI,NXPI
NYT,The New York Times Company,,,,NYT,NYT
NYX,NYSE Euronext,,,,NYX,NYX
O,Realty Income,Real Estate,Retail REITs,726728.0,O,O
ODFL,Old Dominion,Industrials,Trucking,878927.0,ODFL,ODFL
ODP,Office Depot,,,,ODP,ODP
OGN,Organon & Co.,Health Care,Pharmaceuticals,1821825.0,OGN,OGN
OI,Owens-Illinois,,,,OI,OI
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,1039684.0,OKE,OKE
OMC,Omnicom Group,Communication Services,Advertising,29989.0,OMC,OMC
OMX,OfficeMax,,,,OMX,OMX
ON,ON Semiconductor,Information Technology,Semiconductors,1097864.0,ON,ON
ORCL,Oracle Corporation,Information Technology,Application Software,1341439.0,ORCL,ORCL
ORLY,O'Reilly Auto Parts,Consumer Discretionary,Specialty Stores,898173.0,ORLY,ORLY
OTIS,Otis Worldwide,Industrials,Industrial Machinery,1781335.0,OTIS,OTIS
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,797468.0,OXY,OXY
PARA,Paramount Global,Communication Services,Movies & Entertainment,813828.0,PARA,PARA
PAYC,Paycom,Information Technology,Application Software,1590955.0,PAYC,PAYC
PAYX,Paychex,Information Technology,Data Processing & Outsourced Services,723531.0,PAYX,PAYX
PBCT,People's United Financial,,,,PBCT,PBCT
PBI,Pitney Bowes,,,,PBI,PBI
PCAR,Paccar,Industrials,Construction Machinery & Heavy Trucks,75362.0,PCAR,PCAR
PCG,PG&E Corporation,Utilities,Multi-Utilities,1004980.0,PCG,PCG
PCL,Plum Creek Timber,,,,PCL,PCL
PCP,Precision Castparts Corporation,,,,PCP,PCP
PCS,MetroPCS,,,,PCS,PCS
PDCO,Patterson Companies,,,,PDCO,PDCO
PEAK,Healthpeak,Real Estate,Health Care REITs,765880.0,PEAK,PEAK
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,788784.0,PEG,PEG
PENN,Penn National Gaming,,,,PENN,PENN
PEP,PepsiCo,Consumer Staples,Soft Drinks,77476.0,PEP,PEP
PETM,PetSmart,,,,PETM,PETM
PFE,Pfizer,Health Care,Pharmaceuticals,78003.0,PFE,PFE
PFG,Principal Financial Group,Financials,Life & Health Insurance,1126328.0,PFG,PFG
PG,Procter & Gamble,Consumer Staples,Personal Products,80424.0,PG,PG
PGN,Progress Energy,,,,PGN,PGNPQ
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,80661.0,PGR,PGR
PH,Parker Hannifin,Industrials,Industrial Machinery,76334.0,PH,PH
PHM,PulteGroup,Consumer Discretionary,Homebuilding,822416.0,PHM,PHM
PKG,Packaging Corporation of America,Materials,Paper Packaging,75677.0,PKG,PKG
PKI,PerkinElmer,Health Care,Health Care Equipment,31791.0,PKI,PKI
PLD,Prologis,Real Estate,Industrial REITs,1045609.0,PLD,PLD
PLL,Pall Corporation,,,,PLL,PLL
PM,Philip Morris International,Consumer Staples,Tobacco,1413329.0,PM,PM
PNC,PNC Financial Services,Financials,Regional Banks,713676.0,PNC,PNC
PNR,Pentair,Industrials,Industrial Machinery,77360.0,PNR,PNR
PNW,Pinnacle West,Utilities,Multi-Utilities,764622.0,PNW,PNW
POM,Pepco Holdings,,,,POM,POM
POOL,Pool Corporation,Consumer Discretionary,Distributors,945841.0,POOL,POOL
PPG,PPG Industries,Materials,Specialty Chemicals,79879.0,PPG,PPG
PPL,PPL Corporation,Utilities,Electric Utilities,922224.0,PPL,PPL
PRGO,Perrigo,,,,PRGO,PRGO
PRU,Prudential Financial,Financials,Life & Health Insurance,1137774.0,PRU,PRU
PSA,Public Storage,Real Estate,Specialized REITs,1393311.0,PSA,PSA
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,1534701.0,PSX,PSX
PTC,PTC,Information Technology,Application Software,857005.0,PTC,PTC
PTV,Pactiv,,,,PTV,PTV
PVH,PVH,,,,PVH,PVH
PWR,Quanta Services,Industrials,Construction & Engineering,1050915.0,PWR,PWR
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,1038357.0,PXD,PXD
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,1633917.0,PYPL,PYPL
Q,QuintilesIMS,,,,Q,IQV
QCOM,Qualcomm,Information Technology,Semiconductors,804328.0,QCOM,QCOM
QEP,QEP Resources,,,,QEP,QEP
QRVO,Qorvo,Information Technology,Semiconductors,1604778.0,QRVO,QRVO
QTRN,Quintiles Transnational,,,,QTRN,QTRN
R,Ryder System,,,,R,R
RAD,RiteAid,,,,RAD,RAD
RAI,Reynolds American,,,,RAI,RAI
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",884887.0,RCL,RCL
RDC,Rowan Companies,,,,RDC,RDC
RE,Everest Re,Financials,Reinsurance,1095073.0,RE,RE
REG,Regency Centers,Real Estate,Retail REITs,910606.0,REG,REG
REGN,Regeneron,Health Care,Biotechnology,872589.0,REGN,REGN
RF,Regions Financial Corporation,Financials,Regional Banks,1281761.0,RF,RF
RHI,Robert Half,Industrials,Human Resource & Employment Services,315213.0,RHI,RHI
RHT,Red Hat,,,,RHT,RHT
RIG,Transocean,,,,RIG,RIG
RJF,Raymond James,Financials,Investment Banking & Brokerage,720005.0,RJF,RJF
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1037038.0,RL,RL
RMD,ResMed,Health Care,Health Care Equipment,943819.0,RMD,RMD
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,1024478.0,ROK,ROK
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,84839.0,ROL,ROL
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,882835.0,ROP,ROP
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,745732.0,ROST,ROST
RRC,Range Resources,,,,RRC,RRC
RRD,RR Donnelley,,,,RRD,RRD
RSG,Republic Services,Industrials,Environmental & Facilities Services,1060391.0,RSG,RSG
RSH,RadioShack,,,,RSH,RSH
RTN,Raytheon Company,,,,RTN,RTN
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,101829.0,RTX,RTX
RX,IMS Health,,,,RX,RX
S,Sprint Nextel,,,,S,S
SAI,SAIC,,,,SAI,SAI
SBAC,SBA Communications,Real Estate,Specialized REITs,1034054.0,SBAC,SBAC
SBL,Symbol Technologies,,,,SBL,SBL
SBNY,Signature Bank,Financials,Regional Banks,1288784.0,SBNY,SBNY
SBUX,Starbucks,Consumer Discretionary,Restaurants,829224.0,SBUX,SBUX
SCG,SCANA,,,,SCG,SCG
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,316709.0,SCHW,SCHW
SE,Spectra Energy,,,,SE,SE
SEDG,SolarEdge,Information Technology,Semiconductor Equipment,1419612.0,SEDG,SEDG
SEE,Sealed Air,Materials,Paper Packaging,1012100.0,SEE,SEE
SGP,Schering-Plough,,,,SGP,SGP
SHLD,Sears Holdings,,,,SHLD,SHLD
SHW,Sherwin-Williams,Materials,Specialty Chemicals,89800.0,SHW,SHW
SIAL,Sigma-Aldrich,,,,SIAL,SIAL
SIG,Signet Jewelers,,,,SIG,SIG
SII,Smith International,,,,SII,SII
SIVB,SVB Financial,Financials,Regional Banks,719739.0,SIVB,SIVB
SJM,The J.M. Smucker Company,Consumer Staples,Packaged Foods & Meats,91419.0,SJM,SJM
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,87347.0,SLB,SLB
SLE,Sara Lee Corporation,,,,SLE,SLE
SLG,SL Green Realty,,,,SLG,SLG
SLM,SLM Corporation,,,,SLM,SLM
SLR,Solectron,,,,SLR,SLR
SMS,Shared Medical Systems,,,,SMS,SMS
SNA,Snap-on,Industrials,Industrial Machinery,91440.0,SNA,SNA
SNDK,SanDisk,,,,SNDK,SNDK
SNI,Scripps Networks Interactive,,,,SNI,SNI
SNPS,Synopsys,Information Technology,Application Software,883241.0,SNPS,SNPS
SO,Southern Company,Utilities,Electric Utilities,92122.0,SO,SO
SPG,Simon Property Group,Real Estate,Retail REITs,1063761.0,SPG,SPG
SPGI,S&P Global,Financials,Financial Exchanges & Data,64040.0,SPGI,SPGI
SPLS,Staples,,,,SPLS,SPLS
SRCL,Stericycle,,,,SRCL,SRCL
SRE,Sempra Energy,Utilities,Multi-Utilities,1032208.0,SRE,SRE
STE,Steris,Health Care,Health Care Equipment,1757898.0,STE,STE
STI,SunTrust Banks,,,,STI,STI
STJ,St Jude Medical,,,,STJ,STJ
STLD,Steel Dynamics,Materials,Steel,1022671.0,STLD,STLD
STR,Questar,,,,STR,STR
STT,State Street Corporation,Financials,Asset Management & Custody Banks,93751.0,STT,STT
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",1137789.0,STX,STX
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,16918.0,STZ,STZ
SUN,Sunoco,,,,SUN,SUN
SVU,Supervalu,,,,SVU,SVU
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,93556.0,SWK,SWK
SWKS,Skyworks Solutions,Information Technology,Semiconductors,4127.0,SWKS,SWKS
SWN,Southwestern Energy,,,,SWN,SWN
SWY,Safeway,,,,SWY,SWY
SYF,Synchrony Financial,Financials,Consumer Finance,1601712.0,SYF,SYF
SYK,Stryker Corporation,Health Care,Health Care Equipment,310764.0,SYK,SYK
SYY,Sysco,Consumer Staples,Food Distributors,96021.0,SYY,SYY
T,AT&T,Communication Services,Integrated Telecommunication Services,732717.0,T,T
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,24545.0,TAP,TAP
TDC,Teradata,,,,TDC,TDC
TDG,TransDigm Group,Industrials,Aerospace & Defense,1260221.0,TDG,TDG
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,1094285.0,TDY,TDY
TE,TECO Energy,,,,TE,TE
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,842023.0,TECH,TECH
TEG,Integrys Energy Group,,,,TEG,TEG
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,1385157.0,TEL,TEL
TER,Teradyne,Information Technology,Semiconductor Equipment,97210.0,TER,TER
TFC,Truist,Financials,Regional Banks,92230.0,TFC,TFC
TFX,Teleflex,Health Care,Health Care Equipment,96943.0,TFX,TFX
TGNA,Tegna,,,,TGNA,TGNA
TGT,Target Corporation,Consumer Discretionary,General Merchandise Stores,27419.0,TGT,TGT
THC,Tenet Healthcare,,,,THC,THC
TIE,Titanium Metals,,,,TIE,TIE
TIF,Tiffany & Co,,,,TIF,TIF
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,109198.0,TJX,TJX
TLAB,Tellabs,,,,TLAB,TLAB
TMC,Times Mirror,,,,TMC,TMC
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,97745.0,TMO,TMO
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,1283699.0,TMUS,TMUS
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1116132.0,TPR,TPR
TRB,Tribune Media,,,,TRB,TRB
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,1389170.0,TRGP,TRGP
TRIP,TripAdvisor,,,,TRIP,TRIP
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,864749.0,TRMB,TRMB
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,1113169.0,TROW,TROW
TRV,The Travelers Companies,Financials,Property & Casualty Insurance,86312.0,TRV,TRV
TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,916365.0,TSCO,TSCO
TSG,Sabre Corporation,,,,TSG,TSG
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1318605.0,TSLA,TSLA
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,100493.0,TSN,TSN
TSS,TSYS,,,,TSS,TSYS
TT,Trane Technologies,Industrials,Building Products,1466258.0,TT,TT
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,946581.0,TTWO,TTWO
TWC,Time Warner Cable,,,,TWC,TWC
TWTR,Twitter,,,,TWTR,TWTR
TWX,Time Warner,,,,TWX,TWX
TXN,Texas Instruments,Information Technology,Semiconductors,97476.0,TXN,TXN
TXT,Textron,Industrials,Aerospace & Defense,217346.0,TXT,TXT
TYC,Tyco International,,,,TYC,TYC
TYL,Tyler Technologies,Information Technology,Application Software,860731.0,TYL,TYL
UA,Under Armour (Class C),,,,UA,UA
UAA,Under Armour,,,,UAA,UAA
UAL,United Airlines Holdings,Industrials,Airlines,100517.0,UAL,UAL
UDR,"UDR, Inc.",Real Estate,Residential REITs,74208.0,UDR,UDR
UHS,Universal Health Services,Health Care,Health Care Facilities,352915.0,UHS,UHS
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,1403568.0,ULTA,ULTA
UNH,UnitedHealth Group,Health Care,Managed Health Care,731766.0,UNH,UNH
UNM,Unum,,,,UNM,UNM
UNP,Union Pacific Corporation,Industrials,Railroads,100885.0,UNP,UNP
UPS,United Parcel Service,Industrials,Air Freight & Logistics,1090727.0,UPS,UPS
URBN,Urban Outfitters,,,,URBN,URBN
URI,United Rentals,Industrials,Trading Companies & Distributors,1067701.0,URI,URI
USB,U.S. Bank,Financials,Diversified Banks,36104.0,USB,USB
USL,USLife,,,,USL,USL
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,1403161.0,V,V
VAR,Varian Medical Systems,,,,VAR,VAR
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",103379.0,VFC,VFC
VIAB,Viacom,,,,VIAB,PARA
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,1705696.0,VICI,VICI
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,1035002.0,VLO,VLO
VMC,Vulcan Materials Company,Materials,Construction Materials,1396009.0,VMC,VMC
VNO,Vornado Realty Trust,,,,VNO,VNO
VNT,Vontier,,,,VNT,VNT
VRSK,Verisk,Industrials,Research & Consulting Services,1442145.0,VRSK,VRSK
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,1014473.0,VRSN,VRSN
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,875320.0,VRTX,VRTX
VTR,Ventas,Real Estate,Health Care REITs,740260.0,VTR,VTR
VTRS,Viatris,Health Care,Pharmaceuticals,1792044.0,VTRS,VTRS
VZ,Verizon,Communication Services,Integrated Telecommunication Services,732712.0,VZ,VZ
WAB,Wabtec,Industrials,Construction Machinery & Heavy Trucks,943452.0,WAB,WAB
WAT,Waters Corporation,Health Care,Health Care Distributors,1000697.0,WAT,WAT
WB,Wachovia Bank,,,,WB,WB
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,1618921.0,WBA,WBA
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,1437107.0,WBD,WBD
WCG,WellCare,,,,WCG,WCG
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",106040.0,WDC,WDC
WEC,WEC Energy Group,Utilities,Electric Utilities,783325.0,WEC,WEC
WELL,Welltower,Real Estate,Health Care REITs,766704.0,WELL,WELL
WFC,Wells Fargo,Financials,Diversified Banks,72971.0,WFC,WFC
WFM,Whole Foods Market,,,,WFM,WFM
WFR,MEMC Electronic Materials,,,,WFR,WFR
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,106640.0,WHR,WHR
WIN,Windstream Communications,,,,WIN,WINMQ
WM,Waste Management,Industrials,Environmental & Facilities Services,823768.0,WM,WM
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,107263.0,WMB,WMB
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,104169.0,WMT,WMT
WPX,WPX Energy,,,,WPX,WPX
WRB,Berkley,Financials,Property & Casualty Insurance,11544.0,WRB,WRB
WRK,WestRock,Materials,Paper Packaging,1732845.0,WRK,WRK
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,105770.0,WST,WST
WTW,Willis Towers Watson,Financials,Insurance Brokers,1140536.0,WTW,WTW
WU,Western Union,,,,WU,WU
WY,Weyerhaeuser,Real Estate,Specialized REITs,106535.0,WY,WY
WYN,Wyndham Worldwide,,,,WYN,TNL
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,1174922.0,WYNN,WYNN
X,United States Steel,,,,X,X
XEC,Cimarex Energy,,,,XEC,XEC
XEL,Xcel Energy,Utilities,Multi-Utilities,72903.0,XEL,XEL
XL,XL Group,,,,XL,XL
XLNX,Xilinx,,,,XLNX,XLNX
XOM,ExxonMobil,Energy,Integrated Oil & Gas,34088.0,XOM,XOM
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,818479.0,XRAY,XRAY
XRX,Xerox,,,,XRX,XRX
XTO,XTO Energy,,,,XTO,XTO
XYL,Xylem Inc.,Industrials,Industrial Machinery,1524472.0,XYL,XYL
YHOO,Yahoo!,,,,YHOO,AABA
YUM,Yum! Brands,Consumer Discretionary,Restaurants,1041061.0,YUM,YUM
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,1136869.0,ZBH,ZBH
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,877212.0,ZBRA,ZBRA
ZION,Zions Bancorporation,Financials,Regional Banks,109380.0,ZION,ZION
ZTS,Zoetis,Health Care,Pharmaceuticals,1555280.0,ZTS,ZTS
